[147.63s] Transitioned to State/Clip: PET_IDLE_6 | NormalizedTime: 2.10
[156.89s] Transitioned to State/Clip: BIG_SCREEN_01 | NormalizedTime: 0.02
[157.98s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.06
[160.21s] Transitioned to State/Clip: BIG_SCREEN_01 | NormalizedTime: 0.04
[160.70s] Transitioned to State/Clip: PET_IDLE_6 | NormalizedTime: 0.06
[161.30s] Transitioned to State/Clip: PET_IDLE_10 | NormalizedTime: 0.11
[171.35s] Transitioned to State/Clip: PET_IDLE_11 | NormalizedTime: 0.90
[181.35s] Transitioned to State/Clip: PET_IDLE_7 | NormalizedTime: 1.89
[191.36s] Transitioned to State/Clip: PET_IDLE_8 | NormalizedTime: 2.99
[201.35s] Transitioned to State/Clip: PET_IDLE | NormalizedTime: 4.65
[218.71s] Transitioned to State/Clip: BIG_SCREEN_01 | NormalizedTime: 0.02
[219.80s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.06
[224.27s] Transitioned to State/Clip: BIG_SCREEN_01 | NormalizedTime: 0.04
[224.79s] Transitioned to State/Clip: PET_IDLE | NormalizedTime: 0.07
[227.44s] Transitioned to State/Clip: PET_IDLE_UPDATE2_01 | NormalizedTime: 0.43
[237.47s] Transitioned to State/Clip: PET_IDLE_UPDATE2_02 | NormalizedTime: 1.04
[247.46s] Transitioned to State/Clip: PET_IDLE_UPDATE2_03 | NormalizedTime: 1.81
[257.46s] Transitioned to State/Clip: PET_IDLE_UPDATE2_04 | NormalizedTime: 2.68
[267.47s] Transitioned to State/Clip: PET_IDLE_2 | NormalizedTime: 3.51
[277.47s] Transitioned to State/Clip: PET_IDLE_14 | NormalizedTime: 4.27
[287.47s] Transitioned to State/Clip: PET_IDLE_4 | NormalizedTime: 5.18
[297.49s] Transitioned to State/Clip: PET_IDLE_3 | NormalizedTime: 5.99
[307.51s] Transitioned to State/Clip: PET_IDLE_5 | NormalizedTime: 8.56
[317.49s] Transitioned to State/Clip: PET_IDLE_15 | NormalizedTime: 9.60
[318.88s] Transitioned to State/Clip: BIG_SCREEN_01 | NormalizedTime: 0.02
[319.96s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.06
[335.68s] Transitioned to State/Clip: SCREEN_SAVER_01 | NormalizedTime: 0.08
[344.87s] Transitioned to State/Clip: SCREEN_SAVER_02 | NormalizedTime: 0.27
[347.54s] Transitioned to State/Clip: SCREEN_SAVER_03 | NormalizedTime: 0.08
[358.54s] Transitioned to State/Clip: SCREEN_SAVER_04 | NormalizedTime: 0.12
[373.25s] Transitioned to State/Clip: SCREEN_SAVER_01 | NormalizedTime: 0.08
[382.43s] Transitioned to State/Clip: SCREEN_SAVER_02 | NormalizedTime: 0.27
[385.09s] Transitioned to State/Clip: SCREEN_SAVER_03 | NormalizedTime: 0.08
[394.59s] Transitioned to State/Clip: BIG_SCREEN_01 | NormalizedTime: 0.04
[395.11s] Transitioned to State/Clip: PET_IDLE_15 | NormalizedTime: 0.03
[403.75s] Transitioned to State/Clip: PET_IDLE_13 | NormalizedTime: 0.76
[413.76s] Transitioned to State/Clip: PET_IDLE_9 | NormalizedTime: 1.72
[423.78s] Transitioned to State/Clip: PET_IDLE_12 | NormalizedTime: 2.49
[433.79s] Transitioned to State/Clip: PET_IDLE_6 | NormalizedTime: 3.67
[443.81s] Transitioned to State/Clip: PET_IDLE_10 | NormalizedTime: 5.38
[453.83s] Transitioned to State/Clip: PET_IDLE_11 | NormalizedTime: 6.16
